,Unnamed: 0,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,tsne1,tsne2,tsne3,tsne_clusters
89,89,1000896001,SHAFI SECURITY,THORNTON,CO,80602,JPMORGAN CHASE BANK NATL ASSOC,IL,561612,7-Feb-06,2006,54,4,1.0,8,4,1,2,Y,N,26-Sep-08,28-Feb-06,76432.0,0.0,CHGOFF,28979.0,30000.0,15000.0,6.6134663,-4.9933677,5.0717454,2
90,90,1000904010,"FOODETTE, THE",VINTON,VA,24179,"BUSINESS FINANCE GROUP, INC.",VA,0,28-Feb-97,1997,240,17,1.0,10,0,1,0,N,N,,13-May-98,357000.0,0.0,P I F,0.0,357000.0,357000.0,-3.450471,-5.4683695,-3.109083,1
91,91,1000905006,Houssam Joudi,Redondo Beach,CA,90278,WELLS FARGO BANK NATL ASSOC,SD,0,7-Apr-97,1997,84,1,1.0,0,0,1,0,0,N,,31-Mar-00,25000.0,0.0,P I F,0.0,25000.0,12500.0,-5.9524274,-12.496506,-4.693751,1
92,92,1000915009,Christian Hinderer,Waterville,WA,98858,WELLS FARGO BANK NATL ASSOC,SD,422720,8-Apr-97,1997,84,7,1.0,0,0,1,0,0,N,,30-Nov-97,4987.0,0.0,P I F,0.0,10000.0,5000.0,-4.6872883,-14.138069,0.35379723,1
93,93,1000925001,Vincent Pilotta,Pittsburgh,PA,15214,WELLS FARGO BANK NATL ASSOC,SD,422810,8-Apr-97,1997,84,2,1.0,0,0,1,0,0,N,,31-May-00,20000.0,0.0,P I F,0.0,20000.0,10000.0,0.7992,-12.767804,-2.8477232,1
94,94,1000926008,TOUCHPOINTS MARKETING LLC,BELLE CHASSE,LA,70037,GULF COAST BK & TR CO,LA,541810,7-Feb-06,2006,120,16,2.0,16,1,1,0,0,N,,28-Feb-06,150000.0,0.0,P I F,0.0,150000.0,127500.0,-0.5113359,5.629278,0.66078293,0
95,95,1000935004,Hairline Inc.,Vancouver,WA,98663,WELLS FARGO BANK NATL ASSOC,SD,0,8-Apr-97,1997,84,3,1.0,0,0,1,0,0,N,,28-Feb-99,10000.0,0.0,P I F,0.0,10000.0,5000.0,-6.1950855,-12.560059,-4.570946,1
96,96,1000944000,THE CAT'S MEOW,CEDAR RAPIDS,IA,52402,U.S. BANK NATIONAL ASSOCIATION,IA,451120,28-Feb-97,1997,87,6,1.0,0,0,1,0,N,Y,,31-Aug-97,46531.0,0.0,P I F,0.0,75000.0,60000.0,-1.5430375,-13.436174,-1.8331157,1
97,97,1000945007,James & Sheryl Brower,Clackamas,OR,97015,WELLS FARGO BANK NATL ASSOC,SD,421940,8-Apr-97,1997,84,2,1.0,0,0,1,0,0,N,,31-Oct-97,10000.0,0.0,P I F,0.0,10000.0,5000.0,-4.6730084,-14.135928,0.3158458,1
98,98,1000965002,"KING'S GRANT RACQUET CLUB, INC",Cotuit,MA,2635,BANK OF AMERICA NATL ASSOC,MA,0,10-Apr-97,1997,300,5,1.0,0,0,1,0,0,N,,30-Jun-97,60000.0,0.0,P I F,0.0,60000.0,30000.0,-3.7720048,-7.1510477,-3.88658,1
99,99,1000975005,Garden Food Store,Garden Grove,CA,92844,WELLS FARGO BANK NATL ASSOC,SD,0,11-Apr-97,1997,84,3,1.0,0,0,1,0,0,N,,30-Sep-97,8820.0,0.0,P I F,0.0,10000.0,5000.0,-6.0277786,-12.523255,-4.639868,1
100,100,1000985008,"KENNETH COTE SALON, INC.",PROVIDENCE,RI,2906,BANK OF AMERICA NATL ASSOC,NC,0,14-Apr-97,1997,12,32,1.0,0,0,1,0,0,N,,31-Oct-97,10000.0,0.0,P I F,0.0,10000.0,5000.0,0.22505167,-11.648431,-8.731258,1
101,101,1000995000,"E and V Oil Company, Inc.",Seekonk (Town of),MA,2771,BANK OF AMERICA NATL ASSOC,MA,454311,15-Apr-97,1997,12,5,1.0,0,0,1,0,0,N,,31-Jan-98,50000.0,0.0,P I F,0.0,50000.0,25000.0,2.468911,-13.659019,-4.2758136,1
102,102,1001005009,Valencia Liquor Store,Valencia,CA,91321,WELLS FARGO BANK NATL ASSOC,SD,445310,21-Apr-97,1997,84,9,1.0,0,0,1,0,0,N,,30-Nov-97,7085.0,0.0,P I F,0.0,25000.0,12500.0,-4.5534005,-14.080728,0.2634501,1
103,103,1001015001,The Cheese Box,Moses Lake,WA,98837,WELLS FARGO BANK NATL ASSOC,SD,445310,21-Apr-97,1997,84,6,1.0,0,0,1,0,0,N,1-Oct-02,28-Feb-98,10000.0,0.0,CHGOFF,9161.0,10000.0,5000.0,-4.630782,-14.126053,0.43556583,1
104,104,1001024008,ROTHWELL LANDSCAPE,MANHATTAN,KS,66502,LANDMARK NATIONAL BANK,KS,0,28-Feb-97,1997,84,5,2.0,0,0,1,0,N,Y,,31-Mar-97,50000.0,0.0,P I F,0.0,50000.0,40000.0,-13.145473,7.900196,-1.9615538,0
105,105,1001025004,Spirit Aviation Services Ltd.,Kansas City,MO,64116,WELLS FARGO BANK NATL ASSOC,SD,0,28-Apr-97,1997,84,5,1.0,0,0,1,0,0,N,,30-Nov-97,20000.0,0.0,P I F,0.0,20000.0,10000.0,-4.948969,-11.988059,-5.193338,1
106,106,1001034000,CD WAREHOUSE,GREENWOOD,IN,46142,"PNC BANK, NATIONAL ASSOCIATION",IN,451220,28-Feb-97,1997,66,2,2.0,0,0,10656,0,N,Y,,31-Aug-97,60000.0,0.0,P I F,0.0,60000.0,48000.0,-13.310917,6.9409018,2.55924,0
107,107,1001035007,"Design Built, Inc.",Narragansett (census name Narr,RI,2882,BANK OF AMERICA NATL ASSOC,NC,0,29-Apr-97,1997,12,5,1.0,0,0,1,0,0,N,,30-Jun-98,50000.0,0.0,P I F,0.0,50000.0,25000.0,-0.09856342,-11.43054,-9.147972,1
108,108,1001044003,THE BIKEWAY SOURCE,MAYNARD,MA,1754,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,60,2,2.0,0,0,1,0,N,Y,,31-May-97,45000.0,0.0,P I F,0.0,45000.0,36000.0,-9.807247,8.154351,-2.7924461,0
109,109,1001045010,"Water & Energy Systems, Inc.",Atkinson,NH,3811,BANK OF AMERICA NATL ASSOC,RI,0,1-May-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Jan-98,22000.0,0.0,P I F,0.0,22000.0,11000.0,0.25418988,-11.545464,-8.572059,1
110,110,1001054006,"DAYS INN OF SOUTH BEND, L.P.",SOUTH BEND,IN,46637,"READYCAP LENDING, LLC",CA,0,3-Mar-97,1997,161,20,2.0,0,0,22470,0,N,N,27-Sep-13,31-May-97,2000000.0,0.0,CHGOFF,1311939.0,2000000.0,750000.0,-1.2192144,1.8085408,-3.920714,0
111,111,1001055002,"Water & Energy Systems, Inc.",Atkinson,NH,3811,BANK OF AMERICA NATL ASSOC,RI,0,1-May-97,1997,60,3,1.0,0,0,1,0,0,N,,28-Feb-98,28000.0,0.0,P I F,0.0,28000.0,14000.0,-1.1365439,-9.885133,-7.5110993,1
112,112,1001064009,"HAIR SYSTEMS, LTD.",BALTIMORE,MD,21224,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,180,2,1.0,0,0,1,0,N,Y,,30-Jun-97,98500.0,0.0,P I F,0.0,98500.0,78800.0,-3.3849692,-8.620133,-4.892631,1
113,113,1001065005,Nice Arcadia Inc.,Arcadia,CA,91006,WELLS FARGO BANK NATL ASSOC,SD,0,2-May-97,1997,84,4,1.0,0,0,1,0,0,N,,31-Dec-97,10000.0,0.0,P I F,0.0,10000.0,5000.0,-5.9833665,-12.497948,-4.6686335,1
114,114,1001074001,RIPLEY'S FURNITURE,TIGARD,OR,97224,UMPQUA BANK,OR,0,28-Feb-97,1997,60,31,1.0,0,0,1,0,N,N,,30-Apr-97,450000.0,0.0,P I F,0.0,450000.0,337500.0,-6.2673054,-10.188263,-2.3107557,1
115,115,1001075008,"Atlantic Boats, Inc.",Wareham,MA,2571,BANK OF AMERICA NATL ASSOC,NC,441222,2-May-97,1997,12,5,1.0,0,0,1,0,0,N,,31-May-98,50000.0,0.0,P I F,0.0,50000.0,25000.0,2.473571,-13.606964,-4.3786216,1
116,116,1001084004,K.S.A. BEAUTY ACADEMY,JACKSON,MI,49201,"FIRSTMERIT BANK, N.A.",MI,0,28-Feb-97,1997,240,3,2.0,0,0,1,0,N,Y,,30-Jun-97,83000.0,0.0,P I F,0.0,83000.0,66400.0,-8.292941,3.4181664,0.039133053,0
117,117,1001085000,"City Farm, Inc.",Boston,MA,2131,BANK OF AMERICA NATL ASSOC,NC,453110,2-May-97,1997,12,3,1.0,0,0,1,0,0,N,,30-Sep-97,30000.0,0.0,P I F,0.0,30000.0,15000.0,2.6030478,-13.542528,-4.221872,1
118,118,1001094007,CHESAPEAKE BAGEL BAKERY,HUNTINGTON,WV,25701,THE HUNTINGTON NATIONAL BANK,WV,0,28-Feb-97,1997,71,19,2.0,0,0,16267,0,N,N,1-Mar-01,31-May-97,180000.0,0.0,CHGOFF,114857.0,180000.0,135000.0,-7.957601,6.1757584,-2.4918098,0
119,119,1001095003,Eggs By Byrd,Wappapello,MO,0,WELLS FARGO BANK NATL ASSOC,SD,451120,2-May-97,1997,4,3,1.0,0,0,1,0,0,N,1-Jan-02,31-Aug-97,20000.0,0.0,CHGOFF,17869.0,20000.0,10000.0,2.804834,-13.690701,-4.4121847,1
120,120,1001105004,Good Earth Produce Inc.,Olney,MD,20832,WELLS FARGO BANK NATL ASSOC,SD,445230,5-May-97,1997,84,20,1.0,0,0,1,0,0,N,,31-Oct-97,50000.0,0.0,P I F,0.0,50000.0,25000.0,0.59202725,-12.949126,-2.7395535,1
121,121,1001114000,"LARSON TRUCKING CO., INC.",MERIDIAN,ID,83642,WELLS FARGO BANK NATL ASSOC,SD,0,28-Feb-97,1997,300,12,1.0,0,0,1,0,0,N,,29-Feb-00,290000.0,0.0,P I F,0.0,290000.0,217500.0,-4.744063,-6.2919164,-1.4566122,1
122,122,1001115007,"Surfaceworks, Inc.",Watertown (Town of),MA,2172,BANK OF AMERICA NATL ASSOC,NC,0,6-May-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Jul-00,10000.0,0.0,P I F,0.0,10000.0,5000.0,0.5575255,-11.371837,-8.463149,1
123,123,1001116003,ONE BITE JAPANESE GRILL,OVERLAND PARK,KS,66213,VALLEY VIEW STATE BANK,KS,722110,7-Feb-06,2006,60,8,2.0,0,0,1,1,N,N,,31-Mar-06,95000.0,0.0,P I F,0.0,95000.0,80750.0,-2.1623302,8.645887,3.9337208,0
124,124,1001124003,JOHNNY LEE SMITH DDS,SUN CITY,AZ,85351,WELLS FARGO BANK NATL ASSOC,SD,621210,28-Feb-97,1997,120,6,1.0,0,0,1,0,0,N,,30-Apr-97,345000.0,0.0,P I F,0.0,345000.0,258750.0,-4.591818,-10.331472,0.4044426,1
125,125,1001125010,Yudda International Corporatio,Alhambra,CA,91803,WELLS FARGO BANK NATL ASSOC,SD,0,6-May-97,1997,84,16,1.0,0,0,1,0,0,N,,31-Oct-97,20420.0,0.0,P I F,0.0,25000.0,12500.0,-6.0588355,-12.483728,-4.702319,1
126,126,1001134006,"VENTURE SALES, INC.",BOISE,ID,83714,WELLS FARGO BANK NATL ASSOC,SD,421310,28-Feb-97,1997,96,7,1.0,0,0,1,0,N,N,,31-Jul-97,230000.0,0.0,P I F,0.0,230000.0,172500.0,-4.634292,-10.910517,-0.41650364,1
127,127,1001136009,"SPOHN, INC DBA CULVER'S OF MT",MT PLEASANT,MI,48858,WISCONSIN BANK & TRUST,WI,722211,7-Feb-06,2006,93,50,2.0,0,0,21425,2,N,N,,28-Feb-06,150000.0,0.0,P I F,0.0,150000.0,127500.0,-2.5136633,8.813139,1.5290091,0
128,128,1001144009,DILLON DAM BREWERY,DILLON,CO,80435,WELLS FARGO BANK NATL ASSOC,SD,722410,28-Feb-97,1997,288,3,1.0,0,0,1,0,0,N,,31-Mar-97,1230000.0,0.0,P I F,0.0,1230000.0,749992.0,-1.9859196,-2.2390106,-0.7581511,1
129,129,1001145005,Classic Motorsports Collectibl,Des Moines,IA,60310,WELLS FARGO BANK NATL ASSOC,SD,421110,9-May-97,1997,84,3,1.0,0,0,1,0,0,N,,30-Sep-97,49403.0,0.0,P I F,0.0,50000.0,25000.0,-1.8327218,-13.452042,-1.8061842,1
130,130,1001146001,FOOD SOLUTIONS,PASADENA,CA,91011,MUFG UNION BANK NATL ASSOC,CA,722310,7-Feb-06,2006,84,60,1.0,0,0,1,1,N,N,,31-Mar-06,122977.0,0.0,P I F,0.0,50000.0,25000.0,6.058118,-6.009042,6.4544826,2
131,131,1001154001,ALL TUNE & LUBE CENTER #1148,GARDEN GROVE,CA,92644,"READYCAP LENDING, LLC",CA,811111,28-Feb-97,1997,84,1,2.0,0,0,3490,0,0,N,,31-May-97,95000.0,0.0,P I F,0.0,95000.0,76000.0,-14.939081,5.7487755,2.8164494,0
132,132,1001155008,Russell Kern Construction Inc.,Sebring,FL,33870,WELLS FARGO BANK NATL ASSOC,SD,233210,9-May-97,1997,84,1,1.0,0,0,1,0,0,N,,28-Feb-98,25000.0,0.0,P I F,0.0,25000.0,12500.0,-2.4564953,-11.959016,-4.6576467,1
133,133,1001165000,Nehemiah Builders,Briggsdale,CO,80611,WELLS FARGO BANK NATL ASSOC,SD,0,14-May-97,1997,84,1,1.0,0,0,1,0,0,N,,30-Nov-97,10000.0,0.0,P I F,0.0,10000.0,5000.0,-5.6003685,-12.350536,-4.8512444,1
134,134,1001174007,J&Y POSTNET,THE COLONY,TX,75056,"READYCAP LENDING, LLC",CA,0,28-Feb-97,1997,84,1,2.0,0,0,66320,0,0,N,,31-Aug-97,76300.0,0.0,P I F,0.0,76300.0,61040.0,-4.743869,5.3127227,-3.5061371,0
135,135,1001175003,Dides Software Consulting Inc.,California,MD,22741,WELLS FARGO BANK NATL ASSOC,SD,0,16-May-97,1997,84,1,1.0,0,0,1,0,0,N,,31-Aug-97,20000.0,0.0,P I F,0.0,20000.0,10000.0,-2.4531667,-10.3916025,-6.6670575,1
136,136,1001184010,"MALLORY SALES, INC.",JACKSONVILLE,NC,28540,WELLS FARGO BANK NATL ASSOC,NC,0,28-Feb-97,1997,12,19,1.0,0,0,1,0,N,N,,30-Jun-97,200000.0,0.0,P I F,0.0,200000.0,150000.0,-2.5312138,-11.270059,-9.906673,1
137,137,1001185006,Whelan & Denehy Inc.,Canton (Town of),MA,2021,WELLS FARGO BANK NATL ASSOC,SD,235310,16-May-97,1997,84,8,1.0,0,0,1,0,0,N,,30-Nov-97,21701.0,0.0,P I F,0.0,25000.0,12500.0,0.63413703,-11.678963,-4.959115,1
138,138,1001205010,"WYRE TEK, LLC",CRANSTON,RI,2920,SANTANDER BANK NATL ASSOC,DE,0,19-May-97,1997,60,6,1.0,0,0,1,0,0,N,,31-Mar-98,20000.0,0.0,P I F,0.0,20000.0,10000.0,-1.0206681,-9.862028,-7.470763,1
139,139,1001214006,"STERLING METAL PRODUCTS, LLC",NEW BRAUNFELS,TX,78132,GE CAP. SMALL BUS. FINAN CORP,TX,0,28-Feb-97,1997,84,8,2.0,0,0,1,0,0,N,,31-Mar-97,1000000.0,0.0,P I F,0.0,1000000.0,750000.0,-1.3264068,-2.2592142,-3.4731505,1
140,140,1001224009,PROFESSIONAL PRINTING COMPANY,WICHITA,KS,67213,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,84,5,2.0,0,0,1,0,N,Y,,30-Sep-97,83400.0,0.0,P I F,0.0,83400.0,66720.0,-13.17853,7.8520656,-1.9065995,0
141,141,1001225005,Southwest Health Care Inc.,Las Vegas,NV,89102,WELLS FARGO BANK NATL ASSOC,SD,0,20-May-97,1997,84,2,1.0,0,0,1,0,0,N,,30-Nov-97,7990.0,0.0,P I F,0.0,10000.0,5000.0,-5.9413667,-12.461323,-4.695927,1
142,142,1001235008,"NEW ENGLAND PAINT & SUPPLY, IN",READING (TOWN OF),MA,1867,DANVERSBANK,MA,0,21-May-97,1997,84,4,0.0,0,0,1,0,0,N,,31-Mar-99,100000.0,0.0,P I F,0.0,100000.0,50000.0,-0.8056854,-16.01181,-7.515332,1
143,143,1001236004,"LIQUID SUN COMPANY, LLC",BRANDON,FL,33511,THE BANK OF TAMPA,FL,713940,7-Feb-06,2006,84,5,2.0,0,0,1,1,N,N,,30-Apr-06,275000.0,0.0,P I F,0.0,275000.0,206250.0,-2.6235228,8.325553,1.5098029,0
144,144,1001244004,EUROPEAN AUTO CENTER,EL CERRITO,CA,94530,GE CAP. SMALL BUS. FINAN CORP,TX,441120,28-Feb-97,1997,120,10,1.0,0,0,1,0,0,N,,31-Mar-97,50000.0,0.0,P I F,0.0,50000.0,37500.0,-4.6129355,-13.5708475,0.27677295,1
145,145,1001245000,"Kinoo, Inc.",Cambridge,MA,2130,BANK OF AMERICA NATL ASSOC,NC,541310,22-May-97,1997,12,1,1.0,0,0,1,0,0,N,,31-Jul-00,100000.0,0.0,P I F,0.0,100000.0,50000.0,2.448803,-14.213467,-3.8419173,1
146,146,1001255003,"Kentron Technologies, Inc.",Reading (Town of),MA,1867,BANK OF AMERICA NATL ASSOC,NC,334113,23-May-97,1997,12,4,1.0,0,0,1,0,0,N,,30-Jun-98,100000.0,0.0,P I F,0.0,100000.0,50000.0,2.1570168,-13.297537,-5.4087677,1
147,147,1001264010,STANDARD PRINTING & LITHOGRAPH,HOUSTON,TX,77055,WELLS FARGO BANK NATL ASSOC,TX,0,28-Feb-97,1997,180,6,1.0,0,0,1,0,0,N,,31-May-97,157500.0,0.0,P I F,0.0,157500.0,118125.0,-4.1214604,-9.362209,-4.0031247,1
148,148,1001265006,"Ferguson Animal Enterprises, I",NORTH PROVIDENCE,RI,2904,BANK OF AMERICA NATL ASSOC,NC,541940,23-May-97,1997,12,18,1.0,0,0,1,0,0,N,,31-Jan-98,100000.0,0.0,P I F,0.0,100000.0,50000.0,2.4310014,-14.283608,-3.8887906,1
149,149,1001274002,RUBINS DELI & GRILL,CHARLOTTE,NC,28273,FIFTH THIRD BANK,NC,0,28-Feb-97,1997,60,7,2.0,0,0,1,0,N,Y,,31-May-02,65000.0,0.0,P I F,0.0,65000.0,52000.0,-10.696991,8.013079,-2.4763587,0
150,150,1001275009,"North Hill Construction Co., I",Lynnfield (Town of),MA,1940,BANK OF AMERICA NATL ASSOC,NC,0,23-May-97,1997,12,5,1.0,0,0,1,0,0,N,,30-Jun-98,25000.0,0.0,P I F,0.0,25000.0,12500.0,0.47287503,-11.216861,-8.828017,1
151,151,1001284005,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,28-Feb-97,1997,120,4,1.0,0,0,1,0,0,N,,31-Aug-97,31600.0,0.0,P I F,0.0,31600.0,15800.0,-3.6900742,-10.625345,-5.3447714,1
152,152,1001285001,R.E. Stegall & Associates Inc.,Charlotte,NC,28204,WELLS FARGO BANK NATL ASSOC,SD,541810,29-May-97,1997,84,12,1.0,0,0,1,0,0,N,,31-Mar-01,25000.0,0.0,P I F,0.0,25000.0,12500.0,0.3463134,-13.229417,-2.2119293,1
153,153,1001294008,PRISMA ELEC. POWDERCOATING,CHICO,CA,95926,"RABOBANK, NATIONAL ASSOCIATION",CA,0,28-Feb-97,1997,300,5,1.0,0,0,1,0,N,N,,31-May-97,270000.0,0.0,P I F,0.0,270000.0,202500.0,-4.879681,-6.3276396,-1.3676027,1
154,154,1001295004,Innovations,Northboro (RR name for Northbo,MA,1532,BANK OF AMERICA NATL ASSOC,NC,0,5-Jun-97,1997,60,7,1.0,0,0,1,0,0,N,,31-Oct-97,20000.0,0.0,P I F,0.0,20000.0,10000.0,-0.95089054,-9.777659,-7.518708,1
155,155,1001304009,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,28-Feb-97,1997,60,4,1.0,0,0,1,0,0,N,,31-May-97,10500.0,0.0,P I F,0.0,10500.0,5250.0,-3.5726511,-11.516195,-6.218234,1
156,156,1001305005,Provincetown General Store,Provincetown (Town of),MA,2657,BANK OF AMERICA NATL ASSOC,NC,0,9-Jun-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Jan-98,10000.0,0.0,P I F,0.0,10000.0,5000.0,0.55721426,-11.409124,-8.463286,1
157,157,1001314001,"NICHOLS, BROSCH, SANDOVAL & AS",CORAL GABLES,FL,33134,FLORIDA BUS. DEVEL CORP,FL,541310,28-Feb-97,1997,240,18,1.0,15,0,1,0,N,N,,17-Sep-97,500000.0,0.0,P I F,0.0,500000.0,500000.0,-2.4194827,-3.4998763,0.47285444,1
158,158,1001315008,Keyboard Instrument Rentals,New York,NY,10019,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,2,1.0,0,0,1,0,0,N,,31-May-98,20000.0,0.0,P I F,0.0,20000.0,10000.0,-1.9153789,-9.767986,-6.992016,1
159,159,1001324004,JAMES A. & EILEEN M. WRAITH,PHOENIX,AZ,85024,NATIONAL BANK OF ARIZONA,AZ,0,28-Feb-97,1997,84,1,2.0,0,0,1,0,0,N,,30-Apr-97,60000.0,0.0,P I F,0.0,60000.0,48000.0,-13.735061,7.732739,-1.7844766,0
160,160,1001325000,"Arctic Air Service Co., Inc.",Upper Marlboro (Marlboro),MD,20772,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,10,1.0,0,0,1,0,0,N,,31-Aug-98,25000.0,0.0,P I F,0.0,25000.0,12500.0,-2.390401,-10.284907,-6.7744846,1
161,161,1001334007,HOEY'S AUTO SALES,CHARLOTTE,NC,28206,WELLS FARGO BANK NATL ASSOC,SD,441120,28-Feb-97,1997,300,1,1.0,0,0,1,0,0,N,,30-Apr-97,221000.0,0.0,P I F,0.0,221000.0,165750.0,-3.0293264,-6.169996,0.61821306,1
162,162,1001335003,"JUDSON ENGINEERING, INC.",RED BLUFF,CA,96080,WELLS FARGO BANK NATL ASSOC,SD,541330,12-Jun-97,1997,84,5,1.0,0,0,1,0,0,N,,31-May-98,25000.0,0.0,P I F,0.0,25000.0,12500.0,-4.2250633,-13.971292,0.67510563,1
163,163,1001344010,AUTOMOTIVE SPECIALTIES,GLEN GARDER,NJ,8826,"TD BANK, NATIONAL ASSOCIATION",NJ,811111,28-Feb-97,1997,240,6,2.0,0,0,1,0,0,N,,30-Jun-97,700000.0,0.0,P I F,0.0,700000.0,525000.0,-2.354112,-2.4669778,1.1264367,1
164,164,1001345006,Todd Miller Concrete,Ignacio,CO,81137,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,3,1.0,0,0,1,0,0,N,,28-Feb-98,25000.0,0.0,P I F,0.0,25000.0,12500.0,-5.672595,-12.321052,-4.8753824,1
165,165,1001355009,Edlin & Sons,Worcester,MA,1606,BANK OF AMERICA NATL ASSOC,NC,0,12-Jun-97,1997,12,2,1.0,0,0,1,0,0,N,,31-Oct-97,40000.0,0.0,P I F,0.0,40000.0,20000.0,0.31168047,-11.140226,-9.1149845,1
166,166,1001364005,"PATRICIA E. MURPHY, D.D.S.",DEL MAR,CA,92014,WELLS FARGO BANK NATL ASSOC,SD,621210,28-Feb-97,1997,108,2,1.0,0,0,1,0,0,N,,31-Mar-97,112000.0,0.0,P I F,0.0,112000.0,84000.0,-3.8461828,-12.76295,0.886413,1
167,167,1001374008,THE LAGUNITAS BREWING COMPANY,PETALUMA,CA,94954,BANK OF AMERICA CALIFORNIA N.A,CA,422810,28-Feb-97,1997,102,10,1.0,0,0,1,0,0,N,,31-Jul-97,80000.0,0.0,P I F,0.0,80000.0,64000.0,-4.642607,-13.500206,0.297064,1
168,168,1001375004,"King Kong Building Services, I",Denver,CO,80202,WELLS FARGO BANK NATL ASSOC,SD,0,13-Jun-97,1997,84,9,1.0,0,0,1,0,0,N,,31-Dec-02,25000.0,0.0,P I F,0.0,25000.0,12500.0,-5.6473837,-12.299649,-4.90514,1
169,169,1001384000,PERFORMANCE SPECIALTIES INC,OREGON,WI,53575,MCFARLAND STATE BANK,WI,0,28-Feb-97,1997,180,1,1.0,0,0,1,0,N,N,,31-Aug-97,134200.0,0.0,P I F,0.0,135000.0,101250.0,-3.9215214,-9.41305,-4.3369336,1
170,170,1001385007,Mill City Club,Lawrence,MA,1841,BANK OF AMERICA NATL ASSOC,NC,722410,16-Jun-97,1997,180,2,0.0,0,0,1,0,0,N,,30-Nov-97,70000.0,0.0,P I F,0.0,70000.0,35000.0,0.21745059,-16.65168,-4.974917,1
171,171,1001393007,FISCHER MERLIN INDUSTRIS INC,BOHEMIA,NY,11716,JPMORGAN CHASE BANK NATL ASSOC,NY,0,18-Jun-80,1980,10,22,2.0,0,0,0,0,N,N,10-Oct-89,12-Aug-80,125000.0,0.0,CHGOFF,7377.0,125000.0,112500.0,-8.771175,5.2189474,-3.3863451,0
172,172,1001395010,Rugby Manufacturing & Graphics,New Haven,CT,6530,BANK OF AMERICA NATL ASSOC,NC,541430,17-Jun-97,1997,12,1,1.0,0,0,1,0,0,N,,31-Oct-97,75000.0,0.0,P I F,0.0,75000.0,37500.0,2.4796176,-14.094322,-3.7299204,1
173,173,1001405000,NEEB Inc.,Salem,NH,3079,BANK OF AMERICA NATL ASSOC,RI,421810,18-Jun-97,1997,12,1,1.0,0,0,1,0,0,N,,30-Sep-98,100000.0,0.0,P I F,0.0,100000.0,50000.0,2.2046483,-13.702639,-4.6739197,1
174,174,1001414007,SHIPPERS SUPPLY,LOVELAND,CO,80537,"COLORADO LENDING SOURCE, LTD.",CO,0,28-Feb-97,1997,240,6,1.0,6,4,1,0,N,N,,11-Feb-98,108000.0,0.0,P I F,0.0,108000.0,108000.0,-4.798529,-6.842413,-1.8000005,1
175,175,1001415003,NAUTILUS DEVELOPMENT CORPORATI,WARWICK (RR NAME APPONAUG,RI,2889,BANK OF AMERICA NATL ASSOC,NC,0,19-Jun-97,1997,13,1,1.0,0,0,1,0,0,N,,31-Oct-98,20000.0,0.0,P I F,0.0,20000.0,10000.0,0.44332868,-11.3467865,-8.57427,1
176,176,1001425006,Northeast Technical Consultant,Guilford (census name for Guil,CT,6437,BANK OF AMERICA NATL ASSOC,RI,0,20-Jun-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Oct-97,20000.0,0.0,P I F,0.0,20000.0,10000.0,0.19306569,-11.700888,-8.513128,1
177,177,1001435009,"Scout Productions, Inc.",Boston,MA,2116,BANK OF AMERICA NATL ASSOC,NC,512110,20-Jun-97,1997,12,3,1.0,0,0,1,0,0,N,,30-Sep-97,25000.0,0.0,P I F,0.0,25000.0,12500.0,2.6988072,-13.716866,-3.7727895,1
178,178,1001445001,"Sarni Cleaners of Boston, Inc.",Boston,MA,2114,BANK OF AMERICA NATL ASSOC,NC,812320,23-Jun-97,1997,60,40,1.0,0,0,1,0,0,N,,31-Jul-00,25000.0,0.0,P I F,0.0,25000.0,12500.0,2.5776224,-13.433695,-1.3597986,1
179,179,1001446008,Crown Coatings LLC,FISHERS (CORPORATE NAME FOR FI,IN,46037,"PNC BANK, NATIONAL ASSOCIATION",DE,332117,7-Feb-06,2006,90,72,2.0,1,3,1,1,0,N,,31-Mar-06,255000.0,0.0,P I F,0.0,331200.0,248400.0,-1.9651937,7.4925876,0.95105344,0
